LABELS
SEPARATOR TAB
DATA
G000005825	s__Bacillus pseudofirmus
G001516585	g__Thermocladium
G001516655	s__Thermoproteus sp. JCHS_4
G001516665	s__Thermoproteus sp. CIS_19
G001516705	s__Vulcanisaeta sp. JCHS_4
G001516725	s__Caldivirga sp. MG_3
G001516745	s__Vulcanisaeta sp. CIS_19
G001517865	g__Caviibacter
G001517915	g__Oceanivirga
G001518815	s__Pseudomonas oryzihabitans
G001521855	s__Synechococcus sp. PCC 73109
G001536065	g__Ca. Chrysopegis
G001541925	s__Nitrosopumilus sp. Nsub
G001542565	s__Arthrobacter sp. ATCC 21022
G001542775	g__Microterricola
G001543005	s__Gammaproteobacteria bacterium LS_SOB
G001543265	s__Pseudomonas fragi
G001543285	s__Aerococcus viridans
G001543385	s__bacterium P3
G001543395	s__bacterium F082
G001543405	s__bacterium P201
G001543875	g__Hydrogenibacillus
G001544015	f__Limnochordaceae
G001544555	s__Caballeronia udeis
G001545095	s__Erysipelothrix larvae
G001545115	s__Parachlamydia sp. C2
G001546115	s__Paracoccus aminovorans
G001547735	g__Thermosulfidibacter
G001547995	s__Asaia bogorensis
G001548055	s__Sulfurospirillum cavolei
G001548075	s__Rhodovulum sulfidophilum
G001548115	s__Geminocystis sp. NIES-3709
G001548275	g__Caldimicrobium
G001548375	s__Nostoc sp. NIES-3756
G001548435	s__Leptolyngbya sp. NIES-3755
G001548675	s__Methanobrevibacter sp. YE315
G001550135	s__Pseudoalteromonas shioyasakiensis
G001552295	g__Globicatella
G001552375	s__Cellulomonas iranensis
G001552415	s__Corynebacterium xerosis
G001552435	g__Kribbia
G001552475	s__Microbacterium oleivorans
G001552515	g__Sphaerimonospora
G001552615	g__Millisia
G001552785	s__Atopobium deltae
G001552855	g__Skermania
G001552935	s__Coriobacteriales bacterium DNF00809
G001553605	s__Desulfovibrio fairfieldensis
G001553935	s__Actinomyces oris
G001556105	s__Pseudoxanthomonas mexicana
G001558255	s__Grimontia hollisae
G001558415	s__Vibrio fluvialis
G001558695	g__Paramesorhizobium
G001558935	s__Citrobacter amalonaticus
G001559115	s__Staphylococcus simulans
G001559795	s__Streptobacillus hongkongensis
G001560915	s__methanogenic archaeon ISO4-H5
G001561915	g__Tepidibacillus
G001562055	s__Pseudovibrio stylochi
G001562115	s__Alteromonas stellipolaris
G001562125	s__Alteromonas sp. Mac1
G001562155	s__Alteromonas sp. Mac2
G001562415	g__Thermotalea
G001562425	g__Fervidicola
G001563305	s__methanogenic archaeon mixed culture ISO4-G1
G001563325	s__Ca. Thorarchaeota archaeon SMTZ1-83
G001563335	s__Ca. Thorarchaeota archaeon SMTZ1-45
G001563795	s__Haloferacaceae archaeon B1-Br10_E2g22
G001563885	s__Natrialbaceae archaeon B1-Br10_E2g27
G001563955	s__Natrialbaceae archaeon PL-Br10_E2g26
G001564065	s__Chitinophagaceae bacterium T5-Br10_B2g13
G001564135	s__Halobacteriaceae archaeon Tc-Br11_E2g27
G001564175	s__Haloferacaceae archaeon PL-Br10_E2g46
G001564205	s__Nanohaloarchaea archaeon PL-Br10_U2g5
G001564225	s__Flavobacteriaceae bacterium T5-Br10_B2g0
G001564285	s__Natrialbaceae archaeon Tc-Br11_E2g28
G001565895	s__Paraglaciecola sp. S66
G001566825	s__Cycloclasticus sp. Phe_18
G001566885	s__Neptuniibacter sp. Phe_28
G001566965	s__Methylothermaceae bacteria B42
G001567105	s__Chloroflexi bacterium OLB14
G001567175	s__Chlorobi bacterium OLB6
G001567185	s__Bacteroidetes bacterium OLB12
G001567245	s__Microgenomates bacterium OLB23
G001567275	s__Bacteroidetes bacterium OLB10
G001567305	s__Ca. WS6 bacterium OLB21
G001567355	s__Ca. WS6 bacterium OLB20
G001567365	s__Parcubacteria bacterium OLB19
G001567405	s__Bacteroidetes bacterium OLB8
G001567505	s__Acidobacteria bacterium OLB17
G001567515	s__Microgenomates bacterium OLB22
G001567545	s__Chlorobi bacterium OLB5
G001570525	g__Herbidospora
G001571285	s__Kluyvera cryocrescens
G001571305	s__Erwinia persicina
G001571365	s__Achromobacter denitrificans
G001571385	s__Methanofollis ethanolicus
G001571405	s__Methanoculleus thermophilus
G001572725	s__Serratia rubidaea
G001575095	s__Acinetobacter haemolyticus
G001576965	s__Marinimicrobia bacterium TCS53
G001576985	s__Marinimicrobia bacterium TCS54
G001577025	s__Marinimicrobia bacterium TCS55
G001577125	s__Cloacimonetes bacterium TCS61
G001577135	s__Cloacimonetes bacterium TCS60
G001577155	s__Ca. Bathyarchaeota archaeon TCS64
G001577185	s__Cloacimonetes bacterium TCS62
G001577215	s__Marinimicrobia bacterium TCS52
G001577525	f__Ca. Desulfofervidaceae
G001577555	s__Methanohalophilus sp. T328-1
G001577565	s__Methanolobus sp. T82-4
G001577655	s__Idiomarina sp. T82-3
G001577715	g__Ca. Adiutrix
G001577755	s__Rufibacter sp. DG15C
G001577775	s__Pyrococcus kukulkanii
G001578105	s__Martelella sp. AD-3
G001578185	s__Bacillus simplex
G001578645	s__Akkermansia sp. KLE1797
G001579845	g__Rhodoplanes
G001579945	g__Steroidobacter
G001580015	g__Cephaloticoccus
G001580025	s__Ventosimonas gracilis
G001580195	s__Akkermansia sp. KLE1798
G001580365	s__Kocuria turfanensis
G001580615	s__Acetobacter malorum
G001583435	s__Endozoicomonas montiporae
G001584185	g__Collimonas
G001584765	s__Mycobacterium simiae
G001586165	g__Obesumbacterium
G001586195	s__Solibacillus silvestris
G001586255	g__Zhongshania
G001586785	s__Sphaerospermopsis aphanizomenoides
G001586935	g__Sterolibacterium
G001587575	s__Arc I group archaeon BMIXfssc0709_Meth_Bin006
G001587595	s__Arc I group archaeon ADurb1013_Bin02101
G001587605	s__Arc I group archaeon ADurb1113_Bin01801
G001587635	s__Arc I group archaeon ADurb1213_Bin02801
G001587655	s__Arc I group archaeon B03fssc0709_Meth_Bin005
G001587675	s__Arc I group archaeon U1lsi0528_Bin089
G001587695	s__Arc I group archaeon B15fssc0709_Meth_Bin003
G001587715	s__Arc I group archaeon U1lsi0528_Bin055
G001590785	s__Bacillus trypoxylicola
G001591125	s__Vibrio mediterranei
G001591445	s__Bacillus drentensis
G001591585	s__Bacillus circulans
G001591825	s__Bacillus vietnamensis
G001592125	s__Microbacterium hominis
G001592145	g__Xylanimicrobium
G001592185	s__Bergeriella denitrificans
G001592435	s__Thermococcus peptonophilus
G001592855	s__Acinetobacter sp. BMW17
G001592935	s__Roseivirga echinicomitans
G001592965	s__Roseivirga spongicola
G001593005	s__Roseivirga ehrenbergii
G001593245	s__Aeromonas veronii
G001593535	s__Neorickettsia sp. 179522
G001593865	s__Ca. Bathyarchaeota archaeon B24
G001593925	s__Ca. Bathyarchaeota archaeon B26-1
G001593935	s__Ca. Bathyarchaeota archaeon B26-2
G001594015	s__Moorella mulderi
G001594145	g__Branchiibius
G001594265	s__Aggregatibacter actinomycetemcomitans
G001595385	s__Deltaproteobacteria bacterium GWC2_55_46
G001595875	s__Thermoplasmatales archaeon SG8-52-4
G001595885	s__Euryarchaeota archaeon SG8-5
G001595945	s__Thermoplasmatales archaeon SM1-50
G001596135	s__Mucilaginibacter sp. PAMC 26640
G001596795	s__Pseudoalteromonas telluritireducens
G001598035	s__Streptococcus halotolerans
G001598255	g__Mitsuaria
G001598375	s__Novosphingobium capsulatum
G001598495	s__Neokomagataea thailandica
G001598915	s__Williamsia muralis
G001598935	s__Parageobacillus toebii
G001601575	g__Thermovenabulum
G001601815	s__Flavihumibacter sp. CACIAM 22H1
G001602545	s__bacteria symbiont BFo1 of Frankliniella occidentalis
G001602685	s__Methanomicrobiales archaeon Methan_05
G001602695	s__Methanomicrobiales archaeon Methan_06
G001602775	s__Bacteroidales bacterium Bact_01
G001602885	s__Bacteroidales bacterium Bact_16
G001602955	s__Campylobacterales bacterium Epsilon_01
G001602975	s__Clostridiales bacterium Firm_02
G001603035	s__Clostridiales bacterium Firm_13
G001603055	o__Victivallales
G001603075	s__Phycisphaerales bacterium Planc_01
G001603115	s__Spirochaetales bacterium Spiro_05
G001603145	s__Spirochaetales bacterium Spiro_07
G001603165	s__Spirochaetales bacterium Spiro_12
G001603205	s__Methanosarcinales archaeon Methan_03
G001603225	s__Methanosarcinales archaeon Methan_04
G001603385	s__Bacteroidales bacterium Bact_04
G001603405	s__Bacteroidales bacterium Bact_06
G001603415	s__Bacteroidales bacterium Bact_07
G001603425	s__Bacteroidales bacterium Bact_08
G001603555	s__Bacteroidales bacterium Bact_17
G001603565	s__Bacteroidales bacterium Bact_18
G001603685	s__Bacteroidales bacterium Bact_23
G001603695	s__Bacteroidales bacterium Bact_24
G001603745	s__Cloacimonetes bacterium WWEI_01
G001603765	s__Anaerolineales bacterium Chloro_02
G001603775	s__Anaerolineales bacterium Chloro_03
G001603795	s__Anaerolineales bacterium Chloro_04
G001603805	s__Deferribacterales bacterium Deferri_01
G001603875	s__Fibrobacterales bacterium Fibro_01
G001603905	s__Fibrobacterales bacterium Fibro_02
G001603925	s__Fibrobacterales bacterium Fibro_03
G001603945	s__Clostridiales bacterium Firm_03
G001604005	s__Clostridiales bacterium Firm_07
G001604025	s__Clostridiales bacterium Firm_01
G001604065	s__Clostridiales bacterium Firm_09
G001604115	s__Clostridiales bacterium Firm_12
G001604165	s__Clostridiales bacterium Firm_15
G001604185	s__Clostridiales bacterium Firm_16
G001604195	s__Clostridiales bacterium Firm_17
G001604265	s__Spirochaetales bacterium Spiro_01
G001604275	s__Spirochaetales bacterium Spiro_02
G001604325	s__Spirochaetales bacterium Spiro_04
G001604355	s__Spirochaetales bacterium Spiro_08
G001604385	s__Spirochaetales bacterium Spiro_09
G001604425	s__Spirochaetales bacterium Spiro_11
G001604435	s__Synergistales bacterium Syner_01
G001604445	s__Synergistales bacterium Syner_02
G001604495	s__Acholeplasmatales bacterium Tener_01
G001604505	s__Entomoplasmatales bacterium Tener_02
G001604585	s__Puniceicoccales bacterium Verruco_02
G001604605	s__Verrucomicrobia bacterium Verruco_03
G001604625	s__Verrucomicrobia bacterium Verruco_04
G001606025	s__Psychrobacter alimentarius
G001606065	s__Thermoactinomyces sp. AS95
G001608445	s__Francisella hispaniensis
G001610875	s__Pirellula sp. SH-Sr6A
G001610895	g__Planctomyces
G001610975	s__Sphingopyxis terrae
G001611135	s__Pediococcus damnosus
G001611555	g__Anaerosporomusa
G001611795	s__Streptomyces sp. S10(2016)
G001611975	g__Haematospirillum
G001612765	s__Nocardia arthritidis
G001613465	s__Nocardia niwae
G001613505	s__Nocardia mikamii
G001613545	g__Terrimicrobium
G001614315	g__Halofilum
G001617355	s__Rhodanobacter thiooxydans
G001617605	g__Rummeliibacillus
G001618885	s__Staphylococcus condimenti
G001619695	g__Crenobacter
G001625015	s__Lewinella sp. 4G2
G001625365	s__Streptomyces sp. MJM8645
G001626655	s__Ca. Marinimicrobia bacterium REDSEA-S14_B6
G001626675	s__Ca. Marinimicrobia bacterium REDSEA-S15_B13
G001626685	s__Ca. Marinimicrobia bacterium REDSEA-S15_B10
G001626695	s__Ca. Marinimicrobia bacterium REDSEA-S39_B11
G001626755	s__Ca. Marinimicrobia bacterium REDSEA-S33_B13
G001626795	s__Marinobacter sp. REDSEA-S27_B10
G001626845	s__Ca. Marinimicrobia bacterium REDSEA-S38_B13
G001626975	s__Moraxellaceae bacterium REDSEA-S35_B9
G001626995	s__Moraxellaceae bacterium REDSEA-S42_B15
G001627015	s__Nitrosopelagicus sp. REDSEA-S43_B1
G001627075	s__Nitrosopelagicus sp. REDSEA-S25_B3
G001627095	s__Nitrosopelagicus sp. REDSEA-S37_B6
G001627135	s__Moraxellaceae bacterium REDSEA-S38_B3
G001627235	s__Nitrosopelagicus sp. REDSEA-S31_B2
G001627375	s__Rhodobacteraceae bacterium REDSEA-S02_B3
G001627595	s__Rhodobacteraceae bacterium REDSEA-S03_B4
G001627675	s__SAR324 cluster bacterium REDSEA-S11_B7
G001627685	s__SAR324 cluster bacterium REDSEA-S06_B4
G001627735	s__SAR324 cluster bacterium REDSEA-S33_B4
G001627755	s__SAR324 cluster bacterium REDSEA-S15_B6
G001627765	s__SAR324 cluster bacterium REDSEA-S08_B7
G001627795	s__SAR324 cluster bacterium REDSEA-S09_B3
G001627815	s__SAR324 cluster bacterium REDSEA-S21_B5
G001627835	s__SAR324 cluster bacterium REDSEA-S39_B5
G001627845	s__SAR324 cluster bacterium REDSEA-S45_B3
G001627865	s__SAR324 cluster bacterium REDSEA-S27_B3
G001627895	s__SAR324 cluster bacterium REDSEA-S36_B13
G001627915	s__SAR324 cluster bacterium REDSEA-S05_B4
G001627955	s__SAR324 cluster bacterium REDSEA-S26_B7
G001627975	s__SAR324 cluster bacterium REDSEA-S14_B10
G001628405	s__Ca. Thioglobus sp. REDSEA-S12_B1
G001628435	s__Marine group II euryarchaeote REDSEA-S03_B6
G001628455	s__Marine group II euryarchaeote REDSEA-S10_B2
G001628475	s__Marine group II euryarchaeote REDSEA-S19_B7N8
G001628485	s__Marine group II euryarchaeote REDSEA-S11_B3N4
G001629155	s__Marine group II euryarchaeote REDSEA-S29_B8N9
G001629165	s__Marine group II euryarchaeote REDSEA-S25_B4N5
G001629185	s__Marine group II euryarchaeote REDSEA-S37_B2N9
G001629205	s__Marine group II euryarchaeote REDSEA-S30_B12
G001629235	s__Marine group II euryarchaeote REDSEA-S43_B8
G001629245	s__Marine group II euryarchaeote REDSEA-S41_B6
G001629255	s__Marine group II euryarchaeote REDSEA-S42_B7
G001629295	s__Marine group II euryarchaeote REDSEA-S40_B11N13
G001629315	s__Gammaproteobacteria bacterium REDSEA-S08_B8
G001629325	s__Gammaproteobacteria bacterium REDSEA-S03_B5
G001629355	s__Gammaproteobacteria bacterium REDSEA-S09_B13
G001629365	s__Gammaproteobacteria bacterium REDSEA-S12_B4
G001629395	s__Gammaproteobacteria bacterium REDSEA-S15_B12
G001629415	s__Gammaproteobacteria bacterium REDSEA-S14_B7
G001629435	s__Gammaproteobacteria bacterium REDSEA-S27_B14
G001629445	s__Gammaproteobacteria bacterium REDSEA-S21_B8
G001629475	s__Gammaproteobacteria bacterium REDSEA-S33_B15
G001629495	s__Gammaproteobacteria bacterium REDSEA-S45_B9
G001629515	s__Gammaproteobacteria bacterium REDSEA-S26_B10
G001630765	s__Dietzia maris
G001631935	s__Synechococcus sp. MIT S9509
G001632105	s__Synechococcus sp. MIT S9504
G001632165	s__Synechococcus sp. MIT S9508
G001632305	s__Paenibacillus glucanolyticus
G001632805	s__Mycobacterium chelonae
G001636015	s__Moraxella ovis
G001636615	s__Mucilaginibacter sp. L294
G001637495	s__Wolbachia endosymbiont of Laodelphax striatella
G001639025	s__Corynebacterium afermentans
G001639275	s__Methanobrevibacter oralis
G001640045	g__Thiomargarita
G001640365	s__Ca. Arsenophonus triatominarum
G001641285	s__Dyella thiooxydans
G001641695	s__Bradyrhizobium neotropicale
G001642655	s__Clostridium tyrobutyricum
G001642725	g__Acidibacillus
G001642875	s__Planctomycetaceae bacterium FC18
G001642915	g__Roseimaritima
G001642955	s__Rubripirellula obstinata
G001643245	s__[Bacillus] aminovorans
G001643385	s__Butyricicoccus sp. K4410.MGS-46
G001643475	s__Proteobacteria bacterium SPGG2
G001643535	s__Ca. NC10 bacterium SPGG6
G001643555	s__Nitrospirae bacterium SPGG5
G001643585	s__Chloroflexi bacterium SPGG9
G001643615	s__bacterium SPGG8
G001643635	s__Proteobacteria bacterium SPGG4
G001643955	s__Campylobacter hyointestinalis
G001644275	s__bacterium SCGC AG-212-C10
G001644385	o__Micropepsales
G001644445	s__Gammaproteobacteria bacterium SCGC AG-212-F23
G001644565	s__Deinococcus puniceus
G001644645	s__Flavisolibacter sp. LCS9
G001647085	s__Thermococcus piezophilus
G001647285	s__Rufibacter roseus
G001647615	s__Akkermansia sp. KLE1605
G001647675	s__Acinetobacter sp. NCu2D-2
G001648175	s__Halotalea alkalilenta
G001648575	s__Bacillus horikoshii
G001650325	s__Exiguobacterium undae
G001650905	s__Balneola sp. EhC07
G001652465	s__Microbacterium chocolatum
G001652565	g__Shinella
G001652585	g__Thermosulfurimonas
G001652725	s__Pedobacter sp. CCM 8644
G001653075	g__Planomonospora
G001654455	s__Niabella ginsenosidivorans
G001654495	s__Streptomyces sp. SAT1
G001654855	g__Cosenzaea
G001654915	g__Buttiauxella
G001655195	s__Arcobacter sp. EP1
G001657315	s__Flammeovirgaceae bacterium BBD 1991-12
G001657325	s__Geitlerinema sp. BBD
G001657475	g__Enteractinococcus
G001659685	s__Labilibacter marinus
G001660045	s__Streptomyces parvulus
G001660655	s__Lactobacillus paraplantarum
G001660705	s__Labilibacter aurantiacus
G001661495	s__Pseudoalteromonas prydzensis
G001661595	s__Crocinitomix sp. 0182
G001663375	s__Caldivirga sp. MU80
G001672205	s__Anabaena sp. 39858
G001672295	s__Halodesulfovibrio spirochaetisodalis
G001672375	s__Mesorhizobium sp. AA22
G001674955	s__Ca. Nitrosopumilus sp. DDS1
G001675935	s__Shewanella sp. UCD-FRSSP16_17
G001676615	g__Labrys
G001676765	s__Mesorhizobium loti
G001676785	s__Brachyspira hyodysenteriae
G001677275	s__Vibrio breoganii
G001677435	f__Woeseiaceae
G001678845	g__Christensenella
G001678905	g__Dermabacter
G001682385	s__Azoarcus olearius
G001683355	s__Prevotella scopos
G001683555	s__Methanohalophilus sp. DAL1
G001683905	s__Marivirga sp. ANT-B6
G001683915	s__Muricauda sp. CP2A
G001683985	s__Smithella sp. M82
G001685435	s__Salimicrobium jeotgali
G001685465	s__Vibrio scophthalmi
G001686985	s__Mesorhizobium amorphae
G001687105	g__Yangia
G001687305	s__Actinomyces sp. VUL7
G001687335	g__Dissulfuribacter
G001687365	g__Pararhizobium
G001687565	s__Planococcus antarcticus
G001688625	g__Flavonifractor
G001688965	s__Erysipelotrichaceae bacterium I46
G001689415	s__Bacteroidales bacterium M2
G001689425	s__Bacteroidales bacterium M1
G001689645	s__Bacteroidales bacterium K1
G001689655	s__Bacteroidales bacterium K10
G001693255	s__Synechococcus sp. PCC 7003
G001693275	s__Synechococcus sp. PCC 7117
G001693295	s__Synechococcus sp. PCC 8807
G001693475	s__Chryseobacterium sp. CBo1
G001693775	g__Criibacterium
G001695855	s__Ensifer sp. LC163
G001696485	g__Planobispora
G001697225	o__Immundisolibacterales
G001698145	s__Leuconostoc lactis
G001698225	s__Gordonia terrae
G001698425	s__Oscillatoriales cyanobacterium USR001
G001698445	s__Limnothrix sp. P13C2
G001700325	s__Caryophanon latum
G001700965	s__Stenotrophomonas nitritireducens
G001701025	s__Lentzea guizhouensis
G001701045	s__Cloacibacillus porcorum
G001701115	s__Bacteroidales bacterium GP2
G001701295	s__Bacteroidales bacterium H10
G001702175	s__Lactobacillus paracollinoides
G001704375	s__Alishewanella sp. HH-ZS
G001704385	g__Macellibacteroides
G001705075	o__Acidiferrobacterales
G001705305	s__Paenibacillus kribbensis
G001705425	s__Mesorhizobium sp. UASWS1009
G001705515	s__Mucilaginibacter sp. PPCGB 2223
G001705565	s__Xanthomonas fragariae
G001707835	s__Planctopirus sp. JC280
G001708185	s__Lysinibacillus xylanilyticus
G001708935	g__Methyloligella
G001709315	s__Pantoea agglomerans
G001709345	g__Terasakiispira
G001712755	s__Bacillus luciferensis
G001713375	s__Hydrogenophaga sp. RAC07
G001713415	s__Sphingobium sp. RAC03
G001713435	s__Blastomonas sp. RAC04
G001714685	s__Methanosarcina sp. Ant1
G001714725	s__Acidovorax sp. RAC01
G001715195	s__Sphingobacteriales bacterium JZ3C29
G001715285	s__Gammaproteobacteria bacterium 2W06
G001717015	g__Ca. Methanosuratus
G001717025	s__Ca. Methanomethylicus oleusabulum
G001717135	g__Eisenbergiella
G001719125	s__Sulfolobus sp. A20
G001720135	g__Methylobrevis
G001720165	s__Methylophaga muralis
G001720395	s__Piscirickettsia litoralis
G001721685	s__Bacillus beveridgei
G001723645	g__Ca. Endobugula
G001723675	g__Ca. Marithrix
G001723765	g__Ca. Scalindua
G001723835	s__Ca. Altiarchaeales archaeon WOR_SM1_79
G001723845	s__Ca. Altiarchaeales archaeon WOR_SM1_SCG
G001723855	s__Ca. Altiarchaeales archaeon WOR_SM1_86-2
G001723995	s__Halanaerobium sp. 4-GBenrich
G001724175	s__Cytophagaceae bacterium SCN 52-12
G001724455	s__Niabella sp. SCN 42-15
G001724505	s__Nitrospira sp. SCN 59-13
G001724515	s__bacterium SCN 62-11
G001724695	s__Sphingobacteriales bacterium SCN 48-20
G001724935	s__Paludibacter sp. SCN 50-10
G001725215	s__Clostridium sp. SCN 57-10
G001725305	s__Granulicella sp. SCN 62-9
G001726015	s__Methanohalophilus sp. 2-GBenrich
G001729285	s__Methanobacterium sp. A39
G001729395	s__Methanosphaera sp. A6
G001730015	s__Chromatiales bacterium (ex Bugula neritina AB1)
G001730085	s__PVC group bacterium (ex Bugula neritina AB1)
G001730235	g__Vulcanibacillus
