DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	size
G001456065	4627894
G001456175	2337920
G001456215	2709797
G001456895	3252807
G001456935	4481988
G001457015	3615064
G001457415	5263775
G001457455	2463666
G001457475	6813182
G001457795	1818711
G001457815	3716774
G001457855	3438088
G001457875	2458350
G001457975	3438278
G001458035	3437861
G001458075	2740121
G001458115	4207226
G001458175	4001860
G001458215	4358316
G001458315	3592055
G001458335	3362067
G001458355	3902797
G001458375	4459382
G001458395	4614060
G001458415	4175618
G001458435	3431657
G001458475	2140065
G001458535	2227388
G001458575	2150108
G001458595	4710844
G001458655	2494510
G001459095	1571515
G001460635	1920832
G001460935	2149384
G001460955	1324522
G001461035	3660245
G001461825	4034335
G001461845	4006259
G001462175	2988999
G001462205	3243052
G001462225	3233804
G001462235	2624952
G001462245	3162697
G001462255	2386160
G001462305	3255637
G001462315	3602172
G001462345	2829483
G001462395	1621727
G001463885	4187548
G001463995	2857459
G001464045	3211443
G001464115	1724203
G001464125	2330242
G001464165	6599159
G001464355	3248153
G001464455	4200469
G001464525	5083525
G001464625	4078384
G001464665	3964155
G001464715	3387868
G001464735	4111525
G001464795	2897266
G001465295	4147593
G001465835	3485580
G001465855	2346032
G001465875	3846294
G001466305	2539811
G001466415	1106395
G001466665	1851576
G001466725	4378835
G001467025	3750738
G001467035	3982132
G001467055	2367659
G001467505	3737655
G001467535	3067721
G001467585	3558106
G001467615	3239140
G001467645	2545646
G001467745	3341467
G001467765	3086499
G001467785	3061150
G001467825	2401343
G001467895	3649429
G001467975	3546255
G001468035	3356485
G001468085	3650667
G001468125	3129674
G001468165	3313534
G001468395	4309020
G001468785	5364943
G001468845	1001943
G001468855	1504385
G001468865	1460402
G001468885	1302091
G001468925	1078468
G001469005	3494361
G001469165	6305354
G001469535	1113816
G001469845	4038999
G001469865	3830759
G001469895	4535949
G001469955	3929557
G001469965	2292855
G001471555	2602401
G001475745	3369825
G001475935	5012346
G001476195	2296741
G001476695	3552733
G001476815	5546132
G001477055	2794220
G001477625	5169161
G001477655	2543538
G001481295	1723106
G001481375	3951525
G001481595	2220582
G001481635	2217426
G001481655	4457748
G001481675	2337529
G001481685	1394664
G001481715	2337508
G001481755	2335773
G001482195	3988191
G001482365	3638342
G001482385	5913780
G001482405	4562553
G001483135	4804721
G001483385	2918253
G001483765	2925195
G001483845	2127266
G001483865	5681722
G001483965	2614401
G001484065	5669701
G001484195	2337139
G001484605	5056151
G001484685	1961221
G001484935	4081329
G001484965	3982201
G001484985	3399092
G001485185	2479673
G001485215	6386310
G001485415	4240762
G001485475	2427900
G001485495	5428634
G001485625	2592687
G001485645	1604537
G001486165	2806977
G001486445	2090771
G001486525	5472963
G001486665	3829505
G001487105	3069885
G001487125	3397023
G001488575	3130345
G001493375	5884160
G001494595	5732010
G001494635	2469565
G001497255	1580343
G001499615	3969909
G001499655	3030375
G001499675	2843936
G001499755	4638575
G001499855	5148113
G001499915	5203567
G001500315	2201708
G001507325	4036521
G001507335	3874551
G001507665	3264334
G001507915	2133833
G001507935	1695123
G001507955	1356511
G001507975	1293648
G001507995	2060924
G001508005	1673988
G001508055	1804169
G001508065	1890359
G001508115	2025630
G001508175	1481501
G001508185	1340747
G001508215	1497637
G001508335	1861827
G001508355	1629409
G001508455	1973787
G001508475	1023183
G001508535	708389
G001508575	2118879
G001508595	1452568
G001508615	2259086
G001508665	1825960
G001508735	2111309
G001508745	2037571
G001508795	1972267
G001508815	2017823
G001508835	1407079
G001508855	1774841
G001508875	1253740
G001508895	1275041
G001508935	1651366
G001508955	1002281
G001508975	1255134
G001509005	2173293
G001509075	707156
G001509095	1333167
G001509135	2038846
G001509155	1535045
G001509255	1592820
G001509275	2137321
G001509285	894916
G001509335	2030215
G001509345	1882878
G001509375	2382964
G001509795	7584593
G001510075	1772183
G001510085	1244436
G001510135	2980009
G001510185	2198204
G001510225	1040997
G001510275	1221161
G001510295	661324
G001510335	1570967
G001510385	1897905
G001511815	9336224
G001512365	2768333
G001512375	2153167
G001512385	2048170
G001512425	2247352
G001512435	1950328
G001512455	1469139
G001512485	2554107
G001512505	3106896
G001512545	2204711
G001512555	2152700
G001512625	1407351
G001512665	1669981
G001512685	1607157
G001512695	2345020
G001512745	1612734
G001512785	2165193
G001512825	2067643
G001512945	1395177
G001512965	1762311
G001512985	1207846
G001512995	1469139
G001513045	2450807
G001513065	2035642
G001513075	2556876
G001513105	2888227
G001513125	1811268
G001513145	2005558
G001513155	2563040
G001513245	2143101
G001513255	1512138
G001513285	1540930
G001513315	1445835
G001513335	2096883
G001513365	1475242
G001513385	1885992
G001513395	3090798
G001513425	2487536
G001513495	2196378
G001513505	2086010
G001513545	2196654
G001513785	4396207
G001513975	8412249
G001514045	9844122
G001514395	3489744
G001514435	1787436
G001514455	6325799
G001514495	7329063
G001515205	1231125
G001515215	1206198
G001515265	2076422
G001515295	1462509
G001515305	4390819
G001515525	4713213
G001515905	1453497
G001515945	3853576
G001515955	5203851
G001516025	3487867
G001516045	6234251
G001516055	4105436
G001516585	1876950
G001516655	1760081
G001516665	1471624
G001516705	2084223
G001516725	1597398
G001516745	1373103
G001516895	3407443
G001517185	3856242
G001517865	1302428
G001517915	1768580
G001518815	4834356
G001521855	3298676
G001525595	5210440
G001534725	3423535
G001535965	2348695
G001535985	2199336
G001536005	2244233
G001536025	2124902
G001536045	1529056
G001536065	2070112
G001536085	2084989
G001536105	1666644
G001536125	2000579
G001536145	2446411
G001536165	842126
G001536185	1566745
G001536205	1972077
G001541125	1815975
G001541925	1383621
G001542405	8099863
G001542565	4434904
G001542775	3689726
G001543005	2694031
G001543175	1974262
G001543265	5101809
G001543285	2199877
G001543345	2622031
G001543385	3039526
G001543395	2366182
G001543405	3032522
G001543875	2592181
G001544015	3817036
G001544335	1946900
G001544555	10051569
G001545095	2511486
G001545115	3424182
G001546115	4589403
G001546135	2344907
G001547735	1816670
G001547795	1451056
G001547995	3198265
G001548015	7557960
G001548055	2698323
G001548075	4732772
G001548115	4426059
G001548275	1814952
G001548375	6987571
G001548435	6761657
G001548455	5826863
G001548675	2273296
G001549985	4098192
G001550135	4807552
G001552295	2327754
G001552375	3967067
G001552415	2686219
G001552435	3293902
G001552455	3476986
G001552475	2975997
G001552515	7336786
G001552615	5646340
G001552785	1452105
G001552855	4207734
G001552935	1698073
G001553215	2355383
G001553285	2096989
G001553335	2050442
G001553545	2688484
G001553605	3699310
G001553935	3042917
G001553955	2649137
G001556105	3942209
G001558255	3998273
G001558415	4827724
G001558695	5482214
G001558935	5083867
G001559035	1443404
G001559115	2647552
G001559335	3109160
G001559795	1460484
G001559955	2221461
G001559965	2214215
G001559975	2271306
G001559985	2221964
G001560035	2219663
G001560045	2220235
G001560065	2223532
G001560085	2221110
G001560115	2222032
G001560125	2217231
G001560135	2221412
G001560165	2217527
G001560195	2265442
G001560205	2221753
G001560215	2220644
G001560245	2220445
G001560275	2219220
G001560285	2217993
G001560305	2219098
G001560315	2203701
G001560355	2213924
G001560375	2222315
G001560405	2238124
G001560435	2185136
G001560455	2187212
G001560465	2251982
G001560485	2186789
G001560515	2220066
G001560525	2239117
G001560555	2224052
G001560565	2220605
G001560595	2241116
G001560605	2198578
G001560635	2222815
G001560645	2216858
G001560675	2241819
G001560685	2178872
G001560715	2208660
G001560725	2240047
G001560755	2179240
G001560765	2234381
G001560795	2216328
G001560815	2239180
G001560835	2197529
G001560915	1937883
G001561915	2963953
G001562055	3682052
G001562115	4904192
G001562125	4696291
G001562155	4666357
G001562295	4910574
G001562315	4885197
G001562415	3094505
G001562425	2439065
G001562845	1504164
G001563055	1172501
G001563305	1593503
G001563325	3263991
G001563335	3544182
G001563795	2368236
G001563885	2006211
G001563955	1463447
G001564065	4303623
G001564135	2095876
G001564175	1443158
G001564205	1480846
G001564225	1491132
G001564285	2330233
G001564455	2542486
G001564695	2852662
G001564995	2965290
G001565895	5221450
G001566825	1333246
G001566885	3130987
G001566965	3040136
G001567105	3041536
G001567175	2549711
G001567185	3596296
G001567245	906719
G001567275	2962906
G001567305	1050508
G001567355	1459386
G001567365	904903
G001567405	3578419
G001567505	2971784
G001567515	957550
G001567545	3266728
G001567725	4798825
G001568365	3956122
G001570425	7387494
G001570525	8595700
G001570625	3191472
G001571165	5296644
G001571285	5044663
G001571305	4905774
G001571365	6700253
G001571385	2713913
G001571405	2223235
G001572725	4922834
G001574475	1851923
G001574485	1866918
G001574495	1862501
G001574555	1856343
G001574565	1861692
G001574585	1864339
G001574605	1859293
G001574635	1846523
G001574655	1866054
G001574675	1866719
G001574695	1855443
G001574705	1862040
G001574735	1862120
G001574755	1855575
G001574775	1853849
G001574785	1853698
G001574795	1859784
G001574835	1866349
G001574865	1811548
G001574885	1856026
G001574905	1817511
G001574935	1819134
G001574945	1816934
G001575095	3462857
G001576965	1299987
G001576985	1284027
G001577025	1723005
G001577125	1085086
G001577135	676143
G001577155	1556618
G001577185	1411173
G001577215	1175592
G001577525	2540211
G001577555	1952418
G001577565	2654040
G001577655	2723656
G001577715	2076491
G001577755	4143738
G001577775	1977126
G001578075	5263219
G001578105	5036008
G001578185	5521719
G001578205	3878815
G001578645	3109783
G001579845	8193889
G001579945	3467246
G001580015	2356970
G001580025	2619147
G001580195	3113726
G001580365	4159643
G001580615	3833476
G001582545	3407801
G001582555	3427391
G001582735	3475487
G001583415	5349645
G001583435	5430256
G001583575	3442741
G001584185	5730025
G001584645	3763378
G001584765	5938797
G001586165	5011796
G001586195	3991226
G001586215	2737971
G001586255	4204359
G001586735	4375952
G001586755	3605836
G001586785	4306091
G001586935	952224
G001587325	4014254
G001587475	3651130
G001587505	3949593
G001587575	1557731
G001587595	1495432
G001587605	1497132
G001587635	1482298
G001587655	1610745
G001587675	1794460
G001587695	1658046
G001587715	1994208
G001590785	4347941
G001591125	5629433
G001591445	5159434
G001591525	5513953
G001591565	3906163
G001591585	5097246
G001591605	3996359
G001591825	4410879
G001591865	2478657
G001591905	1994267
G001592125	3502678
G001592145	4004833
G001592185	2323905
G001592435	1896106
G001592735	3926271
G001592745	3755232
G001592755	3656935
G001592855	3560129
G001592935	4189908
G001592945	4160330
G001592965	4481099
G001593005	4243716
G001593245	4923009
G001593535	859205
G001593865	1731399
G001593925	1348101
G001593935	1890193
G001594015	2999839
G001594145	3838211
G001594265	2367908
G001595385	2788758
G001595875	2246271
G001595885	1247229
G001595945	2091705
G001596135	5618021
G001596795	4406320
G001597285	4406305
G001598035	2182100
G001598195	1399024
G001598215	4659344
G001598255	5819413
G001598375	4836455
G001598495	2491301
G001598535	4083128
G001598915	5538168
G001598935	3263973
G001600985	3428293
G001601155	3424606
G001601175	3437185
G001601215	3407429
G001601235	3398340
G001601575	2282800
G001601815	4871497
G001602535	2695459
G001602545	5172400
G001602605	3243959
G001602645	2608796
G001602685	1844649
G001602695	1616909
G001602775	2088978
G001602885	1623258
G001602955	2714328
G001602975	1289873
G001603035	1677742
G001603055	4951698
G001603075	5652140
G001603115	2319249
G001603145	2694296
G001603165	2309944
G001603205	1999879
G001603225	1927734
G001603385	2624508
G001603405	2192979
G001603415	2454657
G001603425	1882084
G001603555	1222090
G001603565	2408387
G001603685	3735020
G001603695	2836332
G001603745	1847942
G001603765	1825744
G001603775	1817342
G001603795	2602780
G001603805	2851340
G001603875	2829483
G001603905	3234207
G001603925	3602172
G001603945	2377232
G001603985	4210459
G001604005	1659020
G001604025	1438522
G001604065	1439312
G001604115	1615870
G001604165	1558345
G001604185	3723149
G001604195	1949299
G001604265	1599469
G001604275	2611409
G001604325	1747535
G001604355	2834709
G001604385	2722547
G001604425	1877128
G001604435	3067564
G001604445	1935087
G001604495	885702
G001604505	984333
G001604585	2698116
G001604605	1496595
G001604625	1522865
G001605965	6301761
G001606005	3862244
G001606025	3349444
G001606065	2558690
G001608445	1895135
G001610775	1467912
G001610875	6534136
G001610895	6784659
G001610955	3499317
G001610975	3983415
G001611135	2509470
G001611555	3968191
G001611675	4829559
G001611775	2277540
G001611795	9083372
G001611815	1768429
G001611905	6520772
G001611975	2467625
G001612575	1732661
G001612765	7124189
G001613465	7305361
G001613505	7562813
G001613545	4751807
G001614315	3644302
G001617355	4131704
G001617605	3420739
G001617995	3958833
G001618265	2111718
G001618685	3474426
G001618885	2659676
G001619695	2859035
G001620305	5502110
G001620325	5167578
G001623405	3413796
G001623875	6634930
G001624625	1405613
G001625015	5213657
G001625365	9234445
G001625425	1401011
G001625515	1094114
G001625535	1115016
G001626115	3790454
G001626275	4341546
G001626315	3113603
G001626655	1432478
G001626675	1478135
G001626685	1649328
G001626695	1090564
G001626755	1271676
G001626795	3266366
G001626845	1151495
G001626975	1603430
G001626995	1881708
G001627015	980468
G001627075	892063
G001627095	870512
G001627135	2411549
G001627235	1009131
G001627375	2070881
G001627475	926852
G001627595	2026548
G001627675	2538254
G001627685	1726387
G001627735	3115347
G001627755	2789969
G001627765	2120850
G001627795	3353950
G001627815	3051950
G001627835	3036701
G001627845	3167234
G001627865	3302781
G001627895	1369530
G001627915	1751115
G001627955	2256676
G001627975	1952162
G001628405	1606484
G001628435	1315350
G001628455	1234658
G001628475	1171691
G001628485	1295986
G001629155	1101795
G001629165	1103572
G001629185	1207303
G001629205	1266629
G001629235	1101674
G001629245	1129223
G001629255	1191311
G001629295	1240878
G001629315	1218576
G001629325	1166919
G001629355	2280397
G001629365	1297614
G001629395	2903419
G001629415	2483502
G001629435	1426259
G001629445	2717753
G001629475	1527642
G001629495	2308965
G001629515	1414035
G001630765	3505372
G001631935	3087928
G001631965	2560150
G001631985	2498944
G001632005	2561499
G001632025	2440679
G001632075	2500454
G001632105	3087293
G001632125	2591587
G001632145	2548000
G001632165	2502434
G001632285	1885013
G001632305	5897585
G001632485	2181980
G001632805	5029817
G001634425	2180519
G001636015	2306095
G001636145	2832153
G001636165	2833584
G001636615	5250739
G001637495	1232346
G001638255	1443667
G001639025	2345615
G001639275	2140433
G001640045	4830949
G001640365	3858720
G001641285	4227172
G001641695	8679329
G001642655	3134437
G001642725	3034429
G001642875	6529821
G001642915	8119320
G001642955	6578705
G001643095	7020557
G001643245	4042194
G001643385	1877201
G001643475	2703690
G001643535	1253275
G001643555	1328125
G001643585	726771
G001643615	2143637
G001643635	1442029
G001643775	2446250
