DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	completeness
G001825325	70.91
G001825335	69.1
G001825395	70.98
G001825405	54.96
G001825445	76.15
G001825485	50.66
G001825495	70.09
G001825555	48.13
G001825635	67.58
G001825655	70.51
G001825665	97.73
G001825715	60.51
G001828265	68.55
G001828345	51.09
G001828415	61.93
G001828445	59.86
G001828535	63.34
G001828545	73.06
G001828635	46.74
G001828645	61.69
G001828765	100.0
G001829005	99.01
G001829035	98.36
G001829155	90.38
G001829255	94.32
G001829375	78.48
G001829395	65.73
G001829415	93.16
G001829425	48.24
G001829455	89.65
G001829555	70.68
G001829605	96.86
G001829625	84.9
G001829655	78.03
G001829675	98.37
G001829695	86.12
G001829705	90.78
G001829715	97.24
G001829755	59.19
G001829775	68.34
G001829785	99.59
G001829835	74.88
G001829875	71.94
G001829915	76.51
G001829935	57.33
G001829955	71.33
G001829965	98.67
G001829995	76.74
G001830015	98.67
G001830035	64.97
G001830045	96.67
G001830065	98.67
G001830095	98.67
G001830115	71.25
G001830135	37.26
G001830155	60.49
G001830165	98.42
G001830285	79.45
G001830315	85.16
G001830325	98.63
G001830535	46.41
G001830645	76.84
G001830665	73.85
G001830685	68.24
G001830715	48.54
G001830725	95.27
G001830745	95.08
G001830775	83.33
G001830805	99.59
G001830835	88.71
G001830855	65.32
G001830865	98.67
G001830895	52.18
G001830905	98.67
G001830945	98.67
G001830975	98.67
G001831055	67.27
G001831495	97.98
G001832905	98.63
G001853345	99.55
G001854105	98.27
G001854205	99.0
G001854245	98.39
G001854465	100.0
G001854555	100.0
G001854605	100.0
G001854655	99.45
G001856685	98.46
G001856825	97.13
G001856845	96.33
G001857665	99.34
G001858025	99.0
G001858115	97.41
G001858125	97.74
G001858325	98.98
G001858525	95.73
G001865575	100.0
G001865655	99.67
G001865765	99.56
G001865835	99.65
G001865855	99.81
G001866515	99.85
G001866985	99.56
G001867005	99.56
G001867045	99.56
G001867465	98.66
G001867525	97.95
G001867535	98.66
G001867555	98.66
G001867615	98.4
G001867795	98.66
G001867835	98.66
G001867875	98.66
G001867915	98.66
G001867975	98.66
G001868045	98.66
G001868055	98.66
G001868105	98.66
G001868115	98.66
G001868145	99.2
G001868185	98.66
G001868195	98.66
G001868205	98.66
G001868225	97.95
G001868275	98.66
G001868315	98.66
G001868345	98.66
G001868405	98.66
G001868425	98.66
G001868525	98.66
G001868545	98.66
G001868555	98.66
G001868715	98.66
G001868805	98.66
G001869295	98.13
G001869305	98.13
G001869395	98.66
G001869405	98.66
G001869445	98.66
G001869655	98.66
G001869735	98.66
G001869815	98.66
G001869885	98.66
G001869945	98.66
G001869985	98.66
G001870005	98.66
G001870015	98.66
G001870125	99.03
G001870225	98.29
G001870485	99.46
G001870665	98.98
G001870675	99.4
G001870735	100.0
G001870905	99.37
G001871035	34.66
G001871115	92.08
G001871125	95.51
G001871165	66.67
G001871235	60.89
G001871285	57.03
G001871315	100.0
G001871325	90.03
G001871365	53.63
G001871415	79.91
G001871435	67.79
G001871445	78.65
G001871475	92.21
G001871535	81.0
G001871575	91.07
G001871685	89.77
G001871765	60.23
G001871815	71.38
G001871835	49.25
G001871865	60.28
G001871895	56.36
G001871925	88.66
G001871995	51.49
G001872005	48.33
G001872035	60.31
G001872105	54.59
G001872165	59.24
G001872225	58.55
G001872245	68.81
G001872265	58.95
G001872305	65.65
G001872335	58.82
G001872385	58.92
G001872425	69.83
G001872435	61.39
G001872485	60.36
G001872505	51.1
G001872545	64.85
G001872575	79.55
G001872685	94.51
G001872735	95.27
G001872775	91.94
G001872865	42.85
G001872925	79.87
G001872935	76.73
G001872945	68.81
G001872985	62.17
G001872995	69.88
G001873005	80.93
G001873045	59.46
G001873075	71.36
G001873115	91.07
G001873135	93.14
G001873185	94.41
G001873245	64.85
G001873265	85.09
G001873305	50.83
G001873365	99.02
G001873375	98.58
G001873405	56.24
G001873435	64.81
G001873465	73.98
G001873485	48.9
G001873495	49.97
G001873515	60.37
G001873525	74.26
G001873565	78.55
G001873595	55.41
G001873625	64.04
G001873675	84.88
G001873715	98.78
G001873745	91.29
G001873755	74.23
G001873785	55.41
G001873795	99.58
G001873845	95.02
G001873875	70.79
G001873905	91.36
G001873945	91.13
G001874005	95.81
G001874025	62.37
G001874155	69.99
G001874165	46.55
G001874305	91.82
G001874325	88.69
G001874625	99.46
G001875255	76.27
G001875345	79.6
G001875425	83.71
G001875605	28.93
G001875845	99.4
G001875875	99.45
G001875905	99.4
G001876005	99.45
G001876035	99.45
G001876055	99.4
G001876085	99.4
G001876095	99.4
G001876115	99.4
G001876175	99.45
G001876195	99.45
G001876255	99.4
G001878675	100.0
G001878775	99.66
G001879715	99.94
G001880325	99.36
G001881485	89.49
G001881495	93.02
G001881585	98.18
G001884305	98.77
G001884705	100.0
G001884735	98.68
G001884825	92.92
G001885655	99.89
G001886395	99.84
G001886435	99.84
G001886695	99.25
G001886715	99.81
G001886815	98.84
G001886915	99.89
G001887245	99.08
G001887285	99.49
G001887595	99.66
G001888055	95.29
G001888095	99.51
G001888885	99.47
G001889005	99.62
G001889025	98.05
G001889065	99.41
G001889105	99.96
G001889145	99.56
G001889305	99.01
G001889405	99.51
G001889965	72.11
G001890035	58.95
G001890045	53.63
G001890765	99.67
G001890925	99.57
G001890965	98.79
G001890975	98.89
G001894865	99.69
G001895925	95.99
G001896565	98.85
G001896635	100.0
G001896645	89.42
G001896655	100.0
G001896705	92.86
G001896715	86.06
G001896725	99.18
G001896965	69.99
G001897035	87.29
G001897185	95.95
G001897225	96.62
G001897295	65.1
G001897305	65.1
G001897445	97.87
G001897475	95.7
G001897525	100.0
G001897535	98.11
G001897605	98.58
G001897855	99.51
G001898035	92.13
G001898225	95.01
G001898235	97.67
G001898335	98.1
G001898405	100.0
G001898485	100.0
G001898495	99.5
G001898505	99.51
G001898575	100.0
G001898935	99.73
G001899005	93.64
G001899145	100.0
G001899155	99.29
G001899175	96.99
G001899315	97.44
G001899335	89.46
G001899365	82.91
G001899385	84.62
G001899395	88.89
G001899425	88.89
G001899445	97.61
G001899505	92.54
G001899605	100.0
G001899705	100.0
G001901525	95.27
G001902315	99.45
G001902575	100.0
G001902585	100.0
G001902615	98.87
G001904615	100.0
G001904635	99.49
G001904645	99.76
G001904655	99.78
G001904715	99.22
G001904725	99.26
G001905365	99.93
G001907205	99.37
G001907975	90.35
G001908185	99.03
G001908275	99.85
G001908775	99.64
G001909285	99.34
G001913845	99.64
G001914135	99.25
G001914235	98.02
G001914375	49.67
G001914405	97.71
G001914715	76.9
G001914735	95.51
G001914775	60.4
G001914785	81.89
G001914855	38.42
G001914875	51.37
G001914935	62.7
G001915055	49.17
G001915065	74.92
G001915265	94.14
G001915415	52.46
G001915435	61.6
G001915455	97.11
G001915495	68.02
G001915615	88.69
G001915655	90.86
G001915695	94.09
G001915735	95.97
G001915895	29.59
G001916135	95.64
G001916165	95.97
G001916175	79.46
G001916215	97.33
G001916225	95.3
G001916295	53.09
G001916305	76.51
G001916345	76.48
G001916415	95.64
G001916495	60.16
G001916635	52.78
G001916695	40.9
G001916755	37.15
G001916835	90.49
G001916865	99.4
G001916895	81.59
G001917015	94.52
G001917065	76.58
G001917115	88.89
G001917125	95.7
G001917135	95.6
G001917235	88.03
G001917285	42.4
G001917295	97.28
G001917435	86.68
G001917455	43.97
G001917495	50.17
G001917505	85.11
G001917575	40.28
G001917705	30.14
G001917825	23.61
G001917855	71.3
G001917935	29.66
G001917965	61.08
G001917995	80.91
G001918165	31.5
G001918235	66.05
G001918255	25.45
G001918315	63.27
G001918335	25.36
G001918395	47.63
G001918455	71.69
G001918475	83.17
G001918525	29.47
G001918595	49.14
G001918745	91.12
G001918765	77.88
G001918845	36.21
G001918885	73.29
G001918905	42.02
G001918935	68.28
G001919105	63.13
G001919145	29.4
G001919175	88.79
G001919285	56.23
G001919305	41.38
G001919385	68.14
G001919435	26.61
G001919445	49.86
G001919455	69.82
G001919485	76.3
G001919715	58.55
G001919845	16.67
G001919995	51.49
G001920155	12.5
G001920165	48.74
G001920195	44.69
G001920235	56.11
G001920375	46.71
G001920395	60.29
G001920575	73.05
G001920655	36.89
G001920725	43.57
G001920795	47.59
G001920815	50.43
G001920835	31.97
G001920875	81.2
G001921215	99.11
G001922025	98.94
G001922265	99.12
G001922545	100.0
G001922565	100.0
G001922575	100.0
G001922955	99.46
G001924935	99.83
G001924945	100.0
G001927245	96.49
G001931505	81.08
G001931535	94.84
G001931655	99.23
G001932165	100.0
G001932175	100.0
G001932215	100.0
G001932225	99.59
G001932235	100.0
G001932595	98.81
G001932735	98.81
G001932755	98.05
G001932775	98.81
G001932795	98.81
G001932815	98.81
G001932835	98.81
G001932855	98.81
G001932875	98.53
G001932895	98.81
G001932915	98.81
G001932935	98.81
G001932955	98.05
G001936115	98.01
G001936235	98.83
G001936255	100.0
G001937155	98.49
G001938355	99.36
G001939115	97.64
G001939485	98.66
G001939945	100.0
G001940565	98.6
G001940645	91.59
G001940655	80.45
G001940665	96.26
G001940705	90.12
G001940725	72.43
G001940755	79.37
G001940805	91.85
G001940825	94.25
G001940845	96.48
G001940855	98.39
G001940885	95.29
G001940895	63.64
G001940945	88.44
G001940985	92.0
G001940995	93.29
G001941025	81.48
G001941055	69.13
G001941065	91.83
G001941135	94.3
G001941205	98.37
G001941225	79.47
G001941345	99.34
G001941785	99.18
G001941805	100.0
G001941825	99.8
G001941945	100.0
G001942005	98.34
G001942495	98.11
G001945525	98.11
G001945535	98.11
G001945605	97.17
G001950115	100.0
G001950395	95.42
G001951175	99.48
G001952045	100.0
G001952065	100.0
G001952075	100.0
G001952815	99.84
G001953075	97.93
G001953175	95.71
G001953195	99.69
G001953785	99.48
G001955715	99.84
G001956915	74.55
G001956985	98.45
G001957125	99.82
G001957175	99.33
G001968815	98.07
G001968835	97.63
G001968985	97.05
G001969175	97.25
G001969385	99.17
G001969405	100.0
G001969465	98.24
G001969485	98.68
G001969535	95.67
G001969935	98.82
G001971785	98.35
G001975165	99.56
G001975465	99.45
G001975685	99.45
G001975825	99.34
G001975945	93.49
G001975995	99.81
G001981705	99.46
G001981825	99.46
G001981925	98.91
G001982025	99.46
G001982045	98.91
G001982085	99.46
G001982095	99.25
G001982185	99.18
G001982205	98.92
G001983655	98.57
G001983675	99.7
G001983935	96.6
G001989475	100.0
G001989595	99.56
G001995005	81.07
G001995095	100.0
G001995405	100.0
G001995415	100.0
G001996105	99.82
G001996115	96.85
G001996245	100.0
G001996265	100.0
G001997265	99.73
G001997385	98.86
G001999965	97.73
G002000055	98.55
G002000245	99.84
G002002505	93.15
G002002625	100.0
G002002665	93.02
G002003465	98.45
G002003665	99.55
G002005165	98.08
G002005305	99.47
G002005325	96.96
G002005365	95.89
G002005465	100.0
G002006795	99.68
G002006815	91.3
G002006995	99.95
G002007295	86.8
G002007305	39.42
G002007375	71.6
G002007485	100.0
G002007505	100.0
G002007565	100.0
G002007645	97.73
G002007725	97.46
G002007825	99.01
G002007845	99.01
G002007865	99.01
G002007905	99.01
G002009415	99.56
G002009735	100.0
G002009965	91.19
G002009975	100.0
G002009985	97.09
G002010045	98.69
G002010075	96.73
G002010125	64.05
G002010155	92.81
G002010195	99.35
G002010215	94.77
G002010285	95.92
G002010295	100.0
G002010305	99.84
G002010355	68.41
G002010365	58.63
G002010385	86.44
G002010445	32.75
G002010535	90.73
G002010545	73.7
G002010555	41.81
G002010615	57.24
G002010635	81.36
G002010655	47.91
G002010715	74.36
G002010755	98.18
G002010775	34.35
G002011035	100.0
G002011075	93.2
G002011125	98.13
G002011155	89.38
G002011165	96.08
G002011215	100.0
G002011235	94.77
G002011315	91.5
G002011365	54.01
G002011395	91.61
G002011415	82.33
G002011425	91.53
G002011435	88.14
G002011475	77.89
G002011495	87.72
G002011535	36.58
G002011565	53.0
G002011575	83.64
G002011615	91.53
G002011635	40.01
G002011655	45.71
G002011675	36.97
G002011685	77.89
G002011715	63.89
G002011735	94.55
G002011745	98.18
G002011795	98.18
G002011815	98.18
G002011845	42.05
G002011895	20.92
G002013915	97.86
G002014855	99.18
G002015085	99.36
G002017915	27.49
G002018015	73.91
G002018045	79.21
G002019695	98.68
G002019735	98.68
G002019865	98.43
G002020385	77.55
G002020605	90.48
G002020685	95.3
G002020715	95.3
G002020725	95.3
G002020745	95.3
G002020775	95.3
G002020795	99.83
G002020805	86.18
G002020845	90.81
G002020875	98.49
G002020915	99.83
G002020935	91.11
G002020965	95.3
G002020995	99.83
G002021005	99.83
G002021025	99.83
G002021035	90.81
G002021075	99.83
G002021105	93.21
G002021115	91.11
G002021175	99.83
G002021195	91.11
G002021235	99.83
G002021255	91.11
G002021265	96.69
G002021315	96.34
G002021775	99.01
G002021855	99.83
G900000025	98.42
G900002265	93.25
G900009135	99.56
G900010725	98.77
G900011245	98.05
G900012635	100.0
G900016865	93.14
G900018335	89.41
G900019985	84.97
G900025055	98.89
G900039485	97.53
G900044015	97.53
G900047545	74.82
G900048035	95.0
G900048045	82.5
G900048895	98.66
G900048935	100.0
G900051025	100.0
G900053355	100.0
G900053745	100.0
G900054435	100.0
G900057625	100.0
G900057755	100.0
G900059955	100.0
G900060365	100.0
G900061575	100.0
G900061635	100.0
G900061645	100.0
G900061655	100.0
G900061665	100.0
G900061675	100.0
G900061685	100.0
G900061695	100.0
G900061705	100.0
G900061715	100.0
G900061725	100.0
G900063805	100.0
G900063815	100.0
G900064345	100.0
G900065905	100.0
G900070165	100.0
G900070355	97.98
G900073035	100.0
G900078695	98.91
G900078795	87.14
G900079115	100.0
G900079125	98.24
G900086555	100.0
G900086585	99.29
G900086725	99.42
G900086985	100.0
G900087055	100.0
G900089075	100.0
G900089455	100.0
G900089525	29.12
G900089545	42.12
G900089555	45.45
G900089565	34.73
G900089575	61.6
G900090055	96.33
G900090125	99.82
G900091655	99.89
G900091675	100.0
G900092135	98.7
G900092645	94.28
G900093605	100.0
G900093775	98.96
G900094635	53.44
G900094705	100.0
G900094785	97.4
G900094975	99.43
G900094985	99.59
G900095015	98.77
G900095135	100.0
G900095305	97.89
G900095615	99.3
G900095795	100.0
G900095815	100.0
G900095865	98.66
G900096565	99.52
G900096905	99.34
G900096925	99.34
G900096935	98.43
G900096945	99.05
G900097105	94.56
G900099605	98.66
G900099655	99.34
G900099695	96.37
G900099715	97.16
G900099745	99.33
G900099815	99.37
G900099935	99.15
G900100005	99.55
G900100065	99.22
G900100125	96.54
G900100155	100.0
G900100165	99.65
G900100185	98.66
G900100245	95.2
G900100295	99.33
G900100345	99.41
G900100375	99.65
G900100385	97.65
G900100435	100.0
G900100455	99.5
G900100485	99.52
G900100605	99.31
G900100635	99.26
G900100655	99.24
G900100685	99.32
G900100705	98.09
G900100715	99.51
G900100765	99.08
G900100835	100.0
G900100875	99.38
G900100945	97.46
G900101015	97.97
G900101065	98.28
G900101295	98.73
G900101335	99.37
G900101345	99.35
G900101375	97.41
G900101395	100.0
G900101435	98.09
G900101495	99.82
G900101525	97.81
G900101595	99.73
G900101605	99.17
G900101645	98.38
G900101785	98.96
G900101815	98.9
G900101825	99.66
G900101835	80.54
G900101875	97.46
G900101965	100.0
G900102025	98.7
G900102055	99.62
G900102085	99.85
G900102125	99.73
G900102185	100.0
G900102205	99.63
G900102215	99.85
G900102385	97.77
G900102435	99.37
G900102515	99.96
G900102545	100.0
G900102615	96.55
G900102685	98.46
G900102795	98.76
G900102835	99.84
G900102855	98.77
G900102905	99.47
G900102915	99.62
G900102965	99.8
G900103005	100.0
G900103115	100.0
G900103125	97.46
G900103135	96.93
G900103145	100.0
G900103215	99.67
G900103285	99.64
G900103315	98.65
G900103375	99.94
G900103425	98.73
G900103505	99.53
G900103515	99.84
G900103545	100.0
G900103665	100.0
G900103825	99.19
G900103835	98.66
G900103915	98.67
G900104045	98.81
G900104055	99.53
G900104145	99.68
G900104155	99.58
G900104295	99.26
G900104335	99.52
G900104345	98.99
G900104395	100.0
G900104445	99.7
G900104455	100.0
G900104485	97.05
G900104505	100.0
G900104605	99.52
G900104615	95.3
G900104665	100.0
G900104675	98.77
G900104755	98.81
G900105035	99.62
G900105065	97.93
G900105105	99.67
G900105545	99.67
G900105625	99.14
G900105645	99.35
G900105765	99.71
G900105865	98.85
G900105875	99.76
G900105895	100.0
G900106055	99.29
G900106545	99.76
G900106575	100.0
G900106595	98.66
G900106615	99.03
G900106745	99.73
G900106765	98.6
G900106775	99.23
G900106785	97.58
G900106855	99.53
G900106905	99.51
G900106945	100.0
G900106955	100.0
G900106985	100.0
G900107025	98.69
G900107035	98.43
G900107065	99.63
G900107075	99.98
G900107125	98.59
G900107185	98.23
G900107215	100.0
G900107235	98.8
G900107265	99.76
G900107275	98.67
G900107305	99.62
G900107335	99.04
G900107355	98.94
G900107405	98.6
G900107465	100.0
G900107505	99.45
G900107535	99.84
G900107545	99.52
G900107575	97.13
G900107585	99.4
G900107615	100.0
G900107645	99.35
G900107695	99.94
G900107705	99.14
G900107765	99.01
G900107785	100.0
G900107835	99.36
G900107845	99.66
G900107875	99.85
G900107885	98.33
G900108055	95.26
G900108455	98.78
G900108485	99.66
G900108495	100.0
G900108575	99.32
G900108895	99.32
G900108915	96.89
G900108995	99.06
G900109035	100.0
G900109065	99.19
G900109115	100.0
G900109135	98.91
G900109215	100.0
G900109365	99.84
G900109425	100.0
G900109475	99.58
G900109555	96.82
G900109575	100.0
G900109585	99.45
G900109685	100.0
G900109715	99.52
G900109785	99.04
G900109895	99.52
G900109985	97.41
G900110015	98.68
G900110045	99.33
G900110085	99.26
G900110145	99.88
G900110165	99.08
G900110215	99.93
G900110245	100.0
G900110305	99.69
G900110315	99.8
G900110415	97.46
G900110425	99.3
G900110485	100.0
G900110565	100.0
G900110585	100.0
G900110635	98.66
G900110645	99.0
G900110675	99.18
G900110685	98.0
G900110775	98.72
G900110815	94.34
G900110835	100.0
G900110895	99.44
G900110905	100.0
G900110915	98.8
G900110995	100.0
G900111025	99.01
G900111035	100.0
G900111055	99.6
G900111065	99.65
G900111095	99.14
G900111105	93.16
G900111115	97.9
G900111145	99.35
G900111165	99.4
G900111195	99.34
G900111255	100.0
G900111285	97.85
G900111295	99.34
G900111355	97.81
G900111395	99.72
G900111405	99.33
G900111425	99.89
G900111495	100.0
G900111525	98.93
G900111575	97.46
G900111595	99.33
G900111605	99.88
G900111615	99.29
G900111645	100.0
G900111755	97.64
G900111825	95.69
G900111835	99.59
G900111865	98.88
G900111875	99.09
G900111915	100.0
G900112005	100.0
G900112045	100.0
G900112085	95.4
G900112165	92.13
G900112195	99.57
G900112255	99.39
G900112275	99.63
G900112295	99.67
G900112335	99.0
G900112365	100.0
G900112405	99.04
G900112445	100.0
G900112475	100.0
G900112535	98.79
G900112605	98.68
G900112615	100.0
G900112715	95.81
G900112735	99.06
G900112775	98.66
G900112885	98.73
G900112935	98.91
G900112985	99.36
G900113025	96.64
G900113045	97.88
G900113085	100.0
G900113155	99.32
G900113175	97.69
G900113335	99.27
G900113355	99.43
G900113395	99.67
G900113405	99.29
G900113415	98.1
G900113455	98.95
G900113575	99.01
G900113595	98.85
G900113645	99.45
G900113665	97.78
G900113675	98.36
G900113695	100.0
G900113925	99.28
G900113965	99.3
G900113975	100.0
G900114055	99.23
G900114075	99.73
G900114085	99.65
G900114165	99.33
G900114195	98.24
G900114245	99.94
G900114305	100.0
G900114365	100.0
G900114425	99.06
G900114475	99.73
G900114545	99.13
G900114575	99.53
G900114615	100.0
G900114655	97.41
G900114705	99.55
G900114715	97.99
G900114745	99.76
G900114835	99.84
G900114975	97.1
G900114995	99.51
G900115015	99.64
G900115065	99.36
G900115085	99.2
G900115135	87.3
G900115205	98.35
G900115215	99.52
G900115225	97.99
G900115315	100.0
G900115355	99.52
G900115365	99.78
G900115385	99.65
G900115425	99.98
G900115435	98.52
G900115565	100.0
G900115595	99.7
G900115615	99.59
G900115625	97.99
G900115655	100.0
G900115665	100.0
G900115735	99.96
G900115755	100.0
G900115805	99.34
G900115825	98.91
G900115845	99.27
G900115855	98.73
G900115865	98.8
G900115875	99.65
G900116035	99.85
G900116045	99.88
G900116105	99.51
G900116115	98.32
G900116225	99.84
G900116265	99.73
G900116345	98.82
G900116365	99.34
G900116415	100.0
G900116425	100.0
G900116485	100.0
G900116565	99.01
G900116615	100.0
G900116625	100.0
G900116665	99.01
G900116785	99.65
G900116865	99.57
G900116875	98.83
G900116885	100.0
G900116895	99.66
G900119055	99.73
G900119095	99.41
G900119105	99.84
G900119185	99.17
G900119345	99.59
G900119485	99.23
G900119535	99.33
G900119695	99.53
G900119705	97.26
G900119735	99.13
G900119765	100.0
G900120005	100.0
G900120165	97.09
G900120365	96.25
G900120375	94.41
G900120415	99.29
G900128475	98.27
G900128755	95.61
G900128875	100.0
G900128885	99.3
G900128895	99.59
G900128965	100.0
G900129005	99.54
G900129015	100.0
G900129025	99.73
G900129075	100.0
G900129085	96.74
G900129135	99.37
G900129155	100.0
G900129215	100.0
G900129225	99.37
G900129245	100.0
G900129265	99.19
G900129275	99.67
G900129295	99.51
G900129305	100.0
G900129315	96.99
G900129355	97.69
G900129375	100.0
G900129415	99.45
G900129455	95.64
G900129465	100.0
G900129565	99.55
G900129645	100.0
G900129665	99.67
G900129715	100.0
G900129725	99.98
G900129735	99.94
G900129775	98.3
G900129785	99.25
G900129805	99.36
G900129815	99.3
G900129845	98.79
G900129875	98.34
G900129885	99.76
G900129925	98.95
G900129955	98.62
G900129975	100.0
G900130015	99.32
G900130035	96.85
G900130065	98.66
G900130115	99.99
G900141665	100.0
G900141785	99.62
G900141795	99.39
G900141815	99.32
G900141825	99.52
G900141855	99.67
G900141875	99.46
G900141895	99.33
G900141935	99.67
G900142005	99.07
G900142075	100.0
G900142085	100.0
G900142105	99.19
G900142115	100.0
G900142125	99.35
G900142165	98.73
G900142205	98.59
G900142225	96.24
G900142235	97.9
G900142245	100.0
G900142265	97.32
G900142285	97.87
G900142405	99.67
G900142425	99.39
G900142445	100.0
G900142455	99.94
G900142465	100.0
G900142475	98.9
G900142485	100.0
G900142495	98.9
G900142505	100.0
G900142545	100.0
G900142565	100.0
G900142575	99.47
G900142605	100.0
G900142635	99.65
G900142675	98.67
G900142785	99.93
G900142805	98.85
G900142855	99.63
G900142915	97.46
G900142955	99.33
G900142995	95.19
G900143015	100.0
G900143155	99.87
G900143165	99.85
G900143255	96.88
G900143275	95.91
G900143645	99.11
G900143685	99.19
G900143695	99.91
G900148505	98.73
G900155395	100.0
G900155405	97.22
G900155555	99.29
G900155635	99.73
G900155965	97.46
G900155985	99.67
G900156105	98.4
G900156125	98.68
G900156225	97.01
G900156245	99.5
G900156285	99.13
G900156305	99.34
G900156415	100.0
G900156525	94.66
G900156605	99.5
G900156615	100.0
G900156635	100.0
G900156675	98.55
G900156765	100.0
G900156885	99.46
G900156915	98.68
G900163845	100.0
