DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	coding density
G001825325	91.06
G001825335	88.47
G001825395	85.37
G001825405	87.91
G001825445	88.11
G001825485	90.06
G001825495	89.76
G001825555	86.31
G001825635	85.58
G001825655	83.67
G001825665	90.59
G001825715	78.18
G001828265	79.2
G001828345	75.89
G001828415	88.53
G001828445	85.83
G001828535	79.37
G001828545	88.69
G001828635	66.89
G001828645	82.71
G001828765	86.17
G001829005	94.05
G001829035	93.87
G001829155	90.4
G001829255	91.66
G001829375	85.65
G001829395	82.69
G001829415	89.0
G001829425	85.01
G001829455	85.08
G001829555	94.93
G001829605	93.87
G001829625	91.63
G001829655	93.74
G001829675	93.82
G001829695	94.31
G001829705	93.76
G001829715	91.62
G001829755	87.62
G001829775	82.4
G001829785	94.36
G001829835	82.7
G001829875	90.15
G001829915	89.56
G001829935	91.17
G001829955	92.2
G001829965	92.59
G001829995	80.81
G001830015	92.6
G001830035	80.65
G001830045	91.93
G001830065	92.56
G001830095	92.62
G001830115	72.19
G001830135	79.67
G001830155	84.5
G001830165	91.48
G001830285	87.21
G001830315	84.17
G001830325	93.2
G001830535	83.47
G001830645	87.51
G001830665	85.53
G001830685	94.47
G001830715	91.76
G001830725	94.94
G001830745	94.94
G001830775	89.61
G001830805	94.35
G001830835	85.84
G001830855	82.22
G001830865	92.63
G001830895	91.27
G001830905	92.61
G001830945	92.55
G001830975	92.14
G001831055	78.77
G001831495	87.58
G001832905	89.44
G001853345	88.15
G001854105	74.42
G001854205	74.87
G001854245	87.06
G001854465	91.04
G001854555	89.36
G001854605	89.42
G001854655	85.61
G001856685	90.5
G001856825	88.7
G001856845	88.14
G001857665	89.22
G001858025	80.16
G001858115	87.93
G001858125	86.6
G001858325	89.97
G001858525	87.06
G001865575	85.37
G001865655	91.81
G001865765	88.2
G001865835	85.73
G001865855	88.24
G001866515	90.11
G001866985	88.21
G001867005	88.23
G001867045	88.2
G001867465	88.34
G001867525	88.51
G001867535	88.46
G001867555	88.03
G001867615	88.31
G001867795	88.11
G001867835	88.22
G001867875	88.15
G001867915	88.24
G001867975	88.29
G001868045	88.11
G001868055	88.35
G001868105	88.29
G001868115	88.11
G001868145	88.03
G001868185	88.25
G001868195	87.91
G001868205	88.37
G001868225	88.49
G001868275	87.94
G001868315	88.25
G001868345	88.09
G001868405	88.39
G001868425	87.93
G001868525	88.31
G001868545	88.13
G001868555	88.43
G001868715	88.2
G001868805	88.2
G001869295	88.72
G001869305	88.46
G001869395	88.25
G001869405	88.25
G001869445	88.28
G001869655	88.37
G001869735	88.45
G001869815	88.38
G001869885	88.22
G001869945	88.04
G001869985	88.46
G001870005	88.04
G001870015	88.32
G001870125	77.05
G001870225	86.41
G001870485	88.49
G001870665	90.01
G001870675	89.87
G001870735	89.89
G001870905	83.34
G001871035	86.24
G001871115	90.17
G001871125	91.12
G001871165	91.35
G001871235	91.1
G001871285	88.99
G001871315	93.13
G001871325	89.87
G001871365	88.57
G001871415	88.71
G001871435	85.36
G001871445	89.42
G001871475	92.17
G001871535	86.58
G001871575	89.85
G001871685	91.25
G001871765	86.18
G001871815	90.89
G001871835	95.56
G001871865	87.09
G001871895	86.68
G001871925	89.77
G001871995	85.33
G001872005	89.21
G001872035	95.55
G001872105	93.24
G001872165	89.9
G001872225	87.5
G001872245	89.18
G001872265	92.38
G001872305	85.56
G001872335	91.6
G001872385	85.37
G001872425	89.78
G001872435	91.21
G001872485	83.64
G001872505	91.7
G001872545	83.54
G001872575	90.5
G001872685	90.14
G001872735	91.78
G001872775	94.27
G001872865	92.76
G001872925	88.81
G001872935	90.15
G001872945	85.35
G001872985	88.18
G001872995	90.33
G001873005	88.56
G001873045	94.71
G001873075	91.51
G001873115	86.73
G001873135	92.65
G001873185	88.96
G001873245	88.54
G001873265	89.56
G001873305	85.85
G001873365	86.19
G001873375	84.81
G001873405	89.98
G001873435	92.64
G001873465	92.61
G001873485	85.66
G001873495	85.1
G001873515	89.97
G001873525	87.84
G001873565	91.0
G001873595	89.17
G001873625	89.55
G001873675	89.0
G001873715	90.86
G001873745	89.01
G001873755	91.15
G001873785	90.52
G001873795	92.95
G001873845	78.99
G001873875	88.93
G001873905	85.85
G001873945	85.6
G001874005	86.11
G001874025	91.44
G001874155	88.21
G001874165	94.06
G001874305	93.57
G001874325	91.57
G001874625	84.61
G001875255	87.76
G001875345	96.56
G001875425	96.2
G001875605	86.94
G001875845	89.67
G001875875	89.63
G001875905	89.76
G001876005	89.63
G001876035	89.55
G001876055	89.62
G001876085	89.7
G001876095	89.73
G001876115	89.69
G001876175	89.66
G001876195	89.9
G001876255	89.61
G001878675	84.11
G001878775	85.86
G001879715	90.4
G001880325	93.27
G001881485	90.56
G001881495	90.33
G001881585	91.11
G001884305	87.04
G001884705	87.86
G001884735	90.43
G001884825	91.31
G001885655	80.96
G001886395	87.87
G001886435	87.63
G001886695	92.03
G001886715	89.22
G001886815	87.08
G001886915	87.81
G001887245	89.85
G001887285	92.91
G001887595	90.76
G001888055	88.21
G001888095	89.53
G001888885	83.54
G001889005	91.66
G001889025	91.55
G001889065	86.4
G001889105	86.77
G001889145	87.99
G001889305	90.19
G001889405	89.85
G001889965	90.61
G001890035	89.9
G001890045	90.58
G001890765	85.83
G001890925	91.05
G001890965	86.6
G001890975	86.77
G001894865	91.19
G001895925	84.52
G001896565	92.05
G001896635	92.06
G001896645	89.9
G001896655	91.38
G001896705	89.36
G001896715	88.15
G001896725	87.32
G001896965	81.29
G001897035	88.92
G001897185	91.21
G001897225	88.1
G001897295	91.82
G001897305	91.22
G001897445	92.06
G001897475	89.66
G001897525	89.42
G001897535	92.14
G001897605	89.8
G001897855	91.72
G001898035	91.51
G001898225	85.93
G001898235	88.29
G001898335	90.75
G001898405	90.81
G001898485	89.47
G001898495	90.6
G001898505	92.5
G001898575	88.91
G001898935	92.82
G001899005	87.19
G001899145	92.19
G001899155	90.22
G001899175	92.06
G001899315	89.02
G001899335	92.7
G001899365	91.14
G001899385	85.14
G001899395	89.79
G001899425	90.18
G001899445	89.12
G001899505	88.56
G001899605	88.53
G001899705	88.95
G001901525	88.82
G001902315	84.01
G001902575	91.65
G001902585	91.51
G001902615	90.52
G001904615	84.29
G001904635	85.02
G001904645	79.96
G001904655	83.08
G001904715	80.28
G001904725	85.98
G001905365	88.65
G001907205	87.85
G001907975	89.43
G001908185	83.63
G001908275	85.08
G001908775	85.51
G001909285	90.48
G001913845	81.84
G001914135	83.96
G001914235	88.96
G001914375	85.81
G001914405	73.68
G001914715	86.08
G001914735	85.32
G001914775	87.44
G001914785	88.7
G001914855	91.36
G001914875	90.06
G001914935	91.43
G001915055	85.82
G001915065	86.09
G001915265	84.92
G001915415	84.32
G001915435	89.87
G001915455	90.42
G001915495	91.44
G001915615	90.38
G001915655	88.09
G001915695	88.32
G001915735	91.72
G001915895	87.7
G001916135	89.55
G001916165	86.03
G001916175	86.05
G001916215	89.33
G001916225	90.89
G001916295	83.82
G001916305	89.65
G001916345	85.26
G001916415	86.33
G001916495	83.86
G001916635	84.32
G001916695	84.13
G001916755	81.26
G001916835	86.95
G001916865	87.87
G001916895	88.69
G001917015	87.66
G001917065	87.8
G001917115	91.5
G001917125	88.76
G001917135	86.62
G001917235	92.0
G001917285	82.56
G001917295	88.24
G001917435	88.69
G001917455	88.56
G001917495	89.54
G001917505	89.07
G001917575	88.18
G001917705	93.16
G001917825	88.19
G001917855	89.76
G001917935	88.23
G001917965	86.26
G001917995	88.93
G001918165	84.98
G001918235	93.55
G001918255	84.63
G001918315	84.1
G001918335	87.64
G001918395	87.34
G001918455	87.96
G001918475	89.21
G001918525	94.59
G001918595	95.14
G001918745	87.89
G001918765	87.38
G001918845	94.45
G001918885	91.53
G001918905	88.07
G001918935	88.18
G001919105	91.69
G001919145	91.91
G001919175	88.12
G001919285	87.75
G001919305	94.43
G001919385	90.62
G001919435	92.03
G001919445	88.99
G001919455	91.37
G001919485	89.59
G001919715	86.79
G001919845	86.86
G001919995	86.44
G001920155	88.33
G001920165	88.02
G001920195	94.33
G001920235	85.2
G001920375	87.57
G001920395	87.64
G001920575	86.5
G001920655	84.71
G001920725	94.48
G001920795	93.03
G001920815	87.88
G001920835	92.67
G001920875	91.61
G001921215	92.49
G001922025	86.18
G001922265	87.87
G001922545	88.98
G001922565	90.64
G001922575	90.62
G001922955	85.84
G001924935	89.03
G001924945	88.35
G001927245	88.4
G001931505	82.91
G001931535	87.43
G001931655	88.88
G001932165	74.42
G001932175	74.49
G001932215	74.6
G001932225	74.42
G001932235	74.7
G001932595	83.15
G001932735	83.28
G001932755	82.79
G001932775	83.2
G001932795	82.84
G001932815	82.64
G001932835	82.78
G001932855	82.88
G001932875	82.68
G001932895	82.77
G001932915	82.79
G001932935	82.98
G001932955	81.45
G001936115	90.06
G001936235	89.46
G001936255	91.08
G001937155	87.9
G001938355	86.92
G001939115	87.33
G001939485	88.11
G001939945	87.77
G001940565	89.14
G001940645	82.78
G001940655	78.08
G001940665	90.38
G001940705	91.37
G001940725	85.42
G001940755	91.13
G001940805	88.6
G001940825	88.11
G001940845	88.2
G001940855	89.57
G001940885	86.2
G001940895	90.69
G001940945	88.44
G001940985	89.98
G001940995	89.33
G001941025	90.4
G001941055	88.76
G001941065	92.24
G001941135	87.45
G001941205	89.45
G001941225	89.76
G001941345	88.77
G001941785	86.06
G001941805	87.3
G001941825	89.72
G001941945	88.54
G001942005	88.24
G001942495	76.16
G001945525	79.69
G001945535	86.32
G001945605	90.77
G001950115	85.26
G001950395	93.58
G001951175	86.67
G001952045	82.79
G001952065	82.43
G001952075	82.32
G001952815	88.3
G001953075	90.76
G001953175	88.84
G001953195	88.14
G001953785	86.43
G001955715	91.22
G001956915	91.53
G001956985	86.05
G001957125	85.29
G001957175	87.39
G001968815	85.87
G001968835	89.85
G001968985	94.06
G001969175	87.15
G001969385	88.97
G001969405	88.15
G001969465	88.08
G001969485	88.31
G001969535	79.35
G001969935	83.21
G001971785	90.55
G001975165	88.14
G001975465	87.13
G001975685	85.96
G001975825	88.3
G001975945	84.7
G001975995	89.52
G001981705	88.77
G001981825	88.57
G001981925	87.63
G001982025	87.52
G001982045	87.63
G001982085	85.32
G001982095	85.48
G001982185	86.88
G001982205	83.99
G001983655	80.11
G001983675	80.53
G001983935	87.55
G001989475	88.14
G001989595	88.06
G001995005	91.16
G001995095	86.85
G001995405	88.29
G001995415	88.61
G001996105	87.91
G001996115	88.85
G001996245	88.37
G001996265	88.68
G001997265	86.45
G001997385	89.37
G001999965	89.15
G002000055	91.95
G002000245	88.4
G002002505	90.22
G002002625	88.34
G002002665	90.78
G002003465	80.22
G002003665	91.01
G002005165	87.93
G002005305	84.29
G002005325	90.29
G002005365	90.6
G002005465	90.76
G002006795	91.3
G002006815	94.6
G002006995	87.33
G002007295	82.92
G002007305	86.51
G002007375	85.77
G002007485	81.78
G002007505	81.97
G002007565	81.91
G002007645	88.77
G002007725	90.95
G002007825	90.88
G002007845	90.64
G002007865	90.63
G002007905	90.95
G002009415	88.21
G002009735	91.25
G002009965	86.26
G002009975	91.83
G002009985	88.81
G002010045	89.83
G002010075	93.79
G002010125	89.82
G002010155	89.29
G002010195	89.98
G002010215	90.35
G002010285	93.25
G002010295	92.88
G002010305	89.66
G002010355	90.64
G002010365	92.31
G002010385	93.01
G002010445	91.31
G002010535	83.34
G002010545	89.18
G002010555	93.4
G002010615	94.67
G002010635	94.79
G002010655	95.42
G002010715	94.25
G002010755	94.99
G002010775	92.26
G002011035	89.47
G002011075	91.3
G002011125	92.14
G002011155	92.22
G002011165	92.84
G002011215	87.34
G002011235	87.92
G002011315	90.03
G002011365	89.93
G002011395	93.96
G002011415	92.58
G002011425	90.27
G002011435	92.9
G002011475	92.29
G002011495	91.58
G002011535	87.9
G002011565	94.27
G002011575	93.11
G002011615	94.96
G002011635	94.14
G002011655	89.69
G002011675	94.65
G002011685	89.49
G002011715	94.51
G002011735	93.6
G002011745	93.17
G002011795	95.24
G002011815	93.5
G002011845	87.9
G002011895	88.95
G002013915	89.01
G002014855	87.42
G002015085	87.77
G002017915	88.98
G002018015	88.4
G002018045	89.09
G002019695	80.96
G002019735	80.52
G002019865	92.36
G002020385	90.88
G002020605	90.99
G002020685	90.12
G002020715	90.45
G002020725	90.46
G002020745	90.6
G002020775	90.63
G002020795	90.42
G002020805	88.2
G002020845	90.14
G002020875	89.36
G002020915	90.36
G002020935	89.67
G002020965	90.73
G002020995	90.39
G002021005	90.37
G002021025	90.49
G002021035	90.36
G002021075	90.38
G002021105	89.55
G002021115	90.02
G002021175	90.64
G002021195	89.52
G002021235	90.3
G002021255	90.28
G002021265	89.87
G002021315	90.03
G002021775	90.55
G002021855	90.52
G900000025	70.73
G900002265	79.72
G900009135	16.14
G900010725	10.47
G900011245	85.73
G900012635	92.11
G900016865	89.86
G900018335	92.33
G900019985	86.39
G900025055	82.59
G900039485	62.26
G900044015	80.81
G900047545	90.51
G900048035	48.78
G900048045	76.18
G900048895	87.53
G900048935	88.58
G900051025	88.52
G900053355	88.66
G900053745	88.51
G900054435	88.59
G900057625	88.48
G900057755	88.13
G900059955	88.32
G900060365	88.34
G900061575	88.34
G900061635	88.42
G900061645	88.4
G900061655	88.4
G900061665	88.48
G900061675	88.4
G900061685	88.48
G900061695	88.43
G900061705	88.45
G900061715	88.43
G900061725	88.43
G900063805	88.42
G900063815	88.48
G900064345	88.62
G900065905	88.56
G900070165	88.33
G900070355	87.75
G900073035	87.9
G900078695	90.46
G900078795	72.67
G900079115	85.69
G900079125	83.84
G900086555	85.41
G900086585	88.76
G900086725	90.4
G900086985	90.04
G900087055	83.23
G900089075	90.14
G900089455	91.18
G900089525	88.76
G900089545	89.27
G900089555	89.3
G900089565	89.46
G900089575	89.21
G900090055	88.22
G900090125	86.78
G900091655	88.73
G900091675	91.73
G900092135	90.36
G900092645	78.1
G900093605	91.5
G900093775	86.86
G900094635	71.36
G900094705	87.16
G900094785	88.88
G900094975	83.61
G900094985	88.6
G900095015	87.22
G900095135	90.33
G900095305	86.43
G900095615	88.93
G900095795	90.98
G900095815	89.49
G900095865	84.11
G900096565	87.16
G900096905	88.54
G900096925	89.62
G900096935	90.25
G900096945	86.45
G900097105	90.51
G900099605	83.61
G900099655	86.75
G900099695	90.31
G900099715	90.81
G900099745	80.58
G900099815	89.75
G900099935	87.31
G900100005	90.4
G900100065	82.41
G900100125	89.73
G900100155	89.45
G900100165	90.33
G900100185	86.61
G900100245	92.08
G900100295	88.53
G900100345	85.97
G900100375	90.0
G900100385	89.79
G900100435	92.62
G900100455	88.39
G900100485	84.3
G900100605	86.4
G900100635	92.18
G900100655	87.94
G900100685	86.58
G900100705	85.77
G900100715	87.34
G900100765	88.69
G900100835	89.95
G900100875	86.56
G900100945	88.03
G900101015	83.74
G900101065	89.26
G900101295	86.15
G900101335	90.31
G900101345	81.08
G900101375	87.76
G900101395	87.54
G900101435	88.23
G900101495	86.11
G900101525	85.78
G900101595	87.35
G900101605	89.92
G900101645	86.4
G900101785	89.55
G900101815	87.95
G900101825	88.11
G900101835	89.7
G900101875	88.65
G900101965	87.17
G900102025	85.12
G900102055	90.8
G900102085	86.12
G900102125	85.68
G900102185	91.15
G900102205	93.06
G900102215	86.25
G900102385	89.71
G900102435	88.56
G900102515	89.28
G900102545	88.89
G900102615	91.92
G900102685	86.06
G900102795	89.39
G900102835	87.6
G900102855	86.35
G900102905	92.01
G900102915	90.56
G900102965	85.76
G900103005	87.38
G900103115	89.89
G900103125	87.42
G900103135	87.69
G900103145	84.72
G900103215	89.49
G900103285	89.98
G900103315	89.15
G900103375	89.93
G900103425	84.32
G900103505	87.58
G900103515	90.84
G900103545	88.79
G900103665	91.37
G900103825	84.59
G900103835	85.7
G900103915	87.14
G900104045	93.26
G900104055	90.37
G900104145	85.23
G900104155	89.46
G900104295	92.16
G900104335	90.15
G900104345	90.86
G900104395	90.07
G900104445	86.26
G900104455	86.62
G900104485	89.91
G900104505	90.54
G900104605	86.03
G900104615	82.1
G900104665	88.87
G900104675	83.62
G900104755	84.7
G900105035	90.36
G900105065	89.55
G900105105	91.68
G900105545	91.37
G900105625	89.44
G900105645	89.42
G900105765	91.93
G900105865	89.42
G900105875	86.12
G900105895	89.98
G900106055	90.08
G900106545	79.71
G900106575	89.86
G900106595	87.53
G900106615	89.3
G900106745	88.82
G900106765	88.1
G900106775	85.09
G900106785	83.63
G900106855	89.77
G900106905	89.34
G900106945	90.74
G900106955	91.06
G900106985	92.63
G900107025	87.38
G900107035	89.48
G900107065	92.44
G900107075	88.89
G900107125	90.73
G900107185	91.61
G900107215	91.49
G900107235	88.55
G900107265	81.85
G900107275	80.22
G900107305	87.83
G900107335	84.01
G900107355	91.31
G900107405	89.57
G900107465	86.51
G900107505	86.51
G900107535	89.31
G900107545	89.28
G900107575	88.56
G900107585	89.74
G900107615	89.08
G900107645	89.19
G900107695	92.58
G900107705	92.61
G900107765	86.67
G900107785	89.86
G900107835	86.13
G900107845	91.48
G900107875	86.01
G900107885	84.9
G900108055	92.74
G900108455	88.92
G900108485	91.2
G900108495	89.04
G900108575	87.89
G900108895	86.56
G900108915	89.86
G900108995	88.62
G900109035	90.82
G900109065	86.91
G900109115	89.15
G900109135	85.59
G900109215	89.67
G900109365	92.42
G900109425	91.36
G900109475	89.94
G900109555	88.99
G900109575	89.24
G900109585	82.64
G900109685	89.57
G900109715	91.5
G900109785	85.14
G900109895	91.38
G900109985	87.57
G900110015	88.45
G900110045	88.48
G900110085	92.41
G900110145	87.24
G900110165	84.46
G900110215	87.19
G900110245	88.76
G900110305	88.65
G900110315	86.62
G900110415	87.45
G900110425	89.44
G900110485	84.94
G900110565	89.92
G900110585	91.11
G900110635	90.73
G900110645	88.02
G900110675	88.56
G900110685	88.06
G900110775	90.12
G900110815	88.0
G900110835	91.08
G900110895	92.46
G900110905	88.66
G900110915	89.79
G900110995	91.08
G900111025	91.59
G900111035	93.55
G900111055	85.68
G900111065	86.58
G900111095	87.46
G900111105	87.84
G900111115	91.66
G900111145	91.97
G900111165	84.82
G900111195	86.93
G900111255	88.85
G900111285	87.71
G900111295	84.18
G900111355	87.38
G900111395	82.67
G900111405	84.35
G900111425	86.92
G900111495	87.41
G900111525	87.35
G900111575	89.91
G900111595	88.96
G900111605	86.97
G900111615	85.94
G900111645	86.2
G900111755	90.39
G900111825	86.08
G900111835	89.54
G900111865	84.79
G900111875	91.29
G900111915	89.1
G900112005	88.9
G900112045	82.96
G900112085	86.5
G900112165	87.79
G900112195	88.43
G900112255	88.96
G900112275	92.55
G900112295	91.5
G900112335	89.36
G900112365	86.72
G900112405	89.66
G900112445	93.35
G900112475	85.36
G900112535	82.46
G900112605	92.04
G900112615	88.88
G900112715	85.27
G900112735	88.16
G900112775	90.78
G900112885	85.96
G900112935	86.0
G900112985	90.61
G900113025	84.68
G900113045	88.79
G900113085	92.43
G900113155	86.8
G900113175	83.84
G900113335	85.74
G900113355	81.85
G900113395	83.48
G900113405	89.84
G900113415	85.05
G900113455	84.3
G900113575	84.23
G900113595	89.15
G900113645	84.51
G900113665	85.75
G900113675	81.77
G900113695	87.19
G900113925	79.61
G900113965	92.74
G900113975	88.26
G900114055	83.39
G900114075	88.19
G900114085	88.02
G900114165	83.89
G900114195	85.82
G900114245	86.76
G900114305	84.65
G900114365	90.07
G900114425	88.24
G900114475	85.91
G900114545	89.78
G900114575	85.13
G900114615	85.65
G900114655	87.64
G900114705	88.55
G900114715	85.73
G900114745	78.32
G900114835	88.06
G900114975	92.52
G900114995	89.48
G900115015	90.51
G900115065	89.49
G900115085	87.46
G900115135	88.77
G900115205	93.42
G900115215	91.52
G900115225	86.67
G900115315	88.61
G900115355	91.45
G900115365	83.82
G900115385	87.12
G900115425	88.62
G900115435	91.95
G900115565	87.6
G900115595	89.05
G900115615	92.9
G900115625	85.83
G900115655	82.85
G900115665	87.49
G900115735	88.84
G900115755	89.51
G900115805	85.52
G900115825	85.85
G900115845	83.61
G900115855	89.78
G900115865	90.02
G900115875	90.12
G900116035	86.34
G900116045	85.14
G900116105	84.92
G900116115	91.39
G900116225	89.33
G900116265	84.87
G900116345	86.89
G900116365	90.31
G900116415	88.35
G900116425	90.8
G900116485	90.32
G900116565	92.68
G900116615	89.24
G900116625	93.55
G900116665	91.04
G900116785	87.09
G900116865	90.64
G900116875	91.25
G900116885	85.88
G900116895	92.53
G900119055	87.43
G900119095	85.04
G900119105	88.44
G900119185	88.73
G900119345	88.29
G900119485	87.47
G900119535	87.29
G900119695	91.06
G900119705	89.43
G900119735	92.43
G900119765	88.32
G900120005	86.76
G900120165	89.87
G900120365	90.83
G900120375	90.66
G900120415	88.85
G900128475	89.13
G900128755	85.3
G900128875	82.78
G900128885	89.42
G900128895	91.92
G900128965	85.37
G900129005	89.15
G900129015	85.88
G900129025	90.67
G900129075	90.07
G900129085	85.29
G900129135	90.11
G900129155	88.89
G900129215	91.48
G900129225	89.89
G900129245	87.68
G900129265	88.5
G900129275	88.57
G900129295	87.68
G900129305	86.0
G900129315	86.38
G900129355	82.35
G900129375	85.74
G900129415	84.92
G900129455	92.85
G900129465	92.28
G900129565	90.14
G900129645	92.19
G900129665	92.74
G900129715	90.57
G900129725	89.24
G900129735	91.29
G900129775	87.04
G900129785	91.33
G900129805	89.59
G900129815	85.31
G900129845	91.7
G900129875	91.31
G900129885	90.65
G900129925	90.49
G900129955	83.76
G900129975	83.7
G900130015	87.52
G900130035	91.96
G900130065	86.73
G900130115	86.23
G900141665	92.28
G900141785	90.85
G900141795	93.27
G900141815	90.17
G900141825	91.08
G900141855	90.07
G900141875	89.66
G900141895	91.27
G900141935	84.71
G900142005	88.36
G900142075	86.99
G900142085	90.01
G900142105	85.4
G900142115	85.21
G900142125	90.87
G900142165	87.76
G900142205	89.93
G900142225	88.96
G900142235	87.68
G900142245	82.67
G900142265	86.77
G900142285	87.77
G900142405	91.48
G900142425	91.73
G900142445	87.11
G900142455	89.57
G900142465	90.63
G900142475	91.07
G900142485	91.38
G900142495	91.47
G900142505	90.37
G900142545	93.01
G900142565	89.75
G900142575	87.4
G900142605	90.67
G900142635	86.66
G900142675	87.28
G900142785	87.41
G900142805	90.0
G900142855	92.54
G900142915	87.74
G900142955	86.31
G900142995	90.71
G900143015	91.53
G900143155	89.71
G900143165	86.44
G900143255	86.44
G900143275	83.2
G900143645	88.63
G900143685	88.04
G900143695	85.91
G900148505	86.6
G900155395	89.55
G900155405	90.34
G900155555	88.06
G900155635	88.32
G900155965	87.45
G900155985	89.1
G900156105	92.65
G900156125	89.2
G900156225	94.87
G900156245	89.28
G900156285	89.99
G900156305	87.96
G900156415	88.74
G900156525	89.69
G900156605	87.8
G900156615	84.78
G900156635	88.45
G900156675	91.18
G900156765	91.47
G900156885	88.98
G900156915	83.77
G900163845	90.01
